dex	species	form	gender	palette	atlas	runtime_strip	scale_class	height_dm	file_sha256	rgba_sha256	runtime_content_width	runtime_content_height	source_document_sha256	source_manifest_sha256	motion_profile
266	Silcoon	00	none	normal	assets/pokemon-walksheets-549/dex-266__species-silcoon__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime-549/dex-266__species-silcoon__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_medium		a83952be2481f4f91cfddc242c5915809fe4aa892fd92ee9ef3572dcf31090ca	44648845bd6a83bd618bcb6bbda6a04e7ee0fa03b4dc7fa7e71004e4685848b2	15	13	4b7fbce35bdb5fd1d7e08817ce2824abbf207ea1d2fcd653ddae8d935fc3b287	25be382bec0caa1f1db4a0422dac8c05e2c72f1aa87c05e78b376e8722b24e40	ground-hop-bounce-v1
266	Silcoon	00	none	shiny	assets/pokemon-walksheets-549/dex-266__species-silcoon__form-00__gender-none__palette-shiny__walk-3x4.png	assets/pokemon-runtime-549/dex-266__species-silcoon__form-00__gender-none__palette-shiny__walk-3x4.png	pokemon_medium		7f6e2821bcfa2419ce154c4fe963783c51bf37aef714bd7e0b68ba34fa496e7c	1376cbac4f8df6a8931c6bcebca23cb4cfccf729c55a212103fff7c7fe1d4802	15	13	48e46dcc29c0d671de7fc3d3fbd68932e42017f00ef785ef306bcee398bc3cef	25be382bec0caa1f1db4a0422dac8c05e2c72f1aa87c05e78b376e8722b24e40	ground-hop-bounce-v1
267	Beautifly	00	none	normal	assets/pokemon-walksheets-549/dex-267__species-beautifly__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime-549/dex-267__species-beautifly__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_medium		0a9fec374aeadaca3d50cd041a9ae9a187a31cd50db10a7e7c3a52e433138499	3382fe891757a6ec19a7a5e2e594e2293eb74a3ab260ea5b4f78657b3a588d8d	15	16	35accd322349ab8454ac28512e7b6a2ade0244db112c0e65616255af0622e442	25be382bec0caa1f1db4a0422dac8c05e2c72f1aa87c05e78b376e8722b24e40	airborne-wing-flap-v1
267	Beautifly	00	none	shiny	assets/pokemon-walksheets-549/dex-267__species-beautifly__form-00__gender-none__palette-shiny__walk-3x4.png	assets/pokemon-runtime-549/dex-267__species-beautifly__form-00__gender-none__palette-shiny__walk-3x4.png	pokemon_medium		e9285e6d27d4944ea4eb02861dd5c53d61fa3117d98aef673c06bcce2bc864d8	9fb1ff2a35cb0d77585347043ad2b3c07329fc68f264779b5d25a39f1d7273fc	15	16	b4ddca7bad489113c031945b13a9103d36b645ba4f29f649810a7af4656f474a	25be382bec0caa1f1db4a0422dac8c05e2c72f1aa87c05e78b376e8722b24e40	airborne-wing-flap-v1
268	Cascoon	00	none	normal	assets/pokemon-walksheets-549/dex-268__species-cascoon__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime-549/dex-268__species-cascoon__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_medium		1057cfb0966f4f767fa21dfdeabb7af98ed9b7374c89f5a3f5af4e8fa8d34f8d	7bc5fee3152bd49a64b92829ea5776ffe4bb402ed7cfe508833118e98756451a	15	13	99563b5750f4f4345e6ccbada475ad00ebcc36ff4e2b3ac80e2d1485fbb42417	25be382bec0caa1f1db4a0422dac8c05e2c72f1aa87c05e78b376e8722b24e40	ground-hop-bounce-v1
268	Cascoon	00	none	shiny	assets/pokemon-walksheets-549/dex-268__species-cascoon__form-00__gender-none__palette-shiny__walk-3x4.png	assets/pokemon-runtime-549/dex-268__species-cascoon__form-00__gender-none__palette-shiny__walk-3x4.png	pokemon_medium		f468baa665b244a05be2f22eb23c5d87f252b7cdd7f4b99c77b89a1d68b412ee	690a9fe883b018b089eba80f7fcdf52676d3e5bd9956c0f85bc8aaebbe8ec30e	15	13	0bf395ca5e5e70a37c825ebe7ed1bfdeb7ef8c5d50b9c84768ae2298b7d1b015	25be382bec0caa1f1db4a0422dac8c05e2c72f1aa87c05e78b376e8722b24e40	ground-hop-bounce-v1
269	Dustox	00	none	normal	assets/pokemon-walksheets-549/dex-269__species-dustox__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime-549/dex-269__species-dustox__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_medium		65087ca333d6a39de2293e6b963cbdd3b9afb5116cf7bb10a3e0f8d325c888e1	4b89d3639640577f82ddef00be9b0b1be406b0e3495d91b45e818f5a3038b297	15	13	e1f9de59b378eadd29786f57f73859302c03e71eb6e96ed157a9a71c57cecbde	25be382bec0caa1f1db4a0422dac8c05e2c72f1aa87c05e78b376e8722b24e40	airborne-wing-flap-v1
269	Dustox	00	none	shiny	assets/pokemon-walksheets-549/dex-269__species-dustox__form-00__gender-none__palette-shiny__walk-3x4.png	assets/pokemon-runtime-549/dex-269__species-dustox__form-00__gender-none__palette-shiny__walk-3x4.png	pokemon_medium		42d180c15fd71e1fbb661da9cffe191633c9e028708de427e8f6f97e20433e2d	b3db300a28d7496e805bb659e4f9372c9748fab84c03ed9df9e091f97e899c60	15	13	1b2aabce25f26eb11777fc24125d42105abdd66e887e630912c4c98d6a545c12	25be382bec0caa1f1db4a0422dac8c05e2c72f1aa87c05e78b376e8722b24e40	airborne-wing-flap-v1
270	Lotad	00	none	normal	assets/pokemon-walksheets-549/dex-270__species-lotad__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime-549/dex-270__species-lotad__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_medium		264461203e824ee0a21fde156b319f30331fbfdf5d4001083972b913ec1135f6	8e12ed59353d76ee32923581dff127ba4bf43a04e374237c5ea4524caa26bfa7	15	9	a4747255e9158e9078ac850c4ee91ee2f9fbccc708219ef499b4087954c627a2	25be382bec0caa1f1db4a0422dac8c05e2c72f1aa87c05e78b376e8722b24e40	terrestrial-quadruped-light-v1
270	Lotad	00	none	shiny	assets/pokemon-walksheets-549/dex-270__species-lotad__form-00__gender-none__palette-shiny__walk-3x4.png	assets/pokemon-runtime-549/dex-270__species-lotad__form-00__gender-none__palette-shiny__walk-3x4.png	pokemon_medium		28cbc2c35d611f8a43e5eef5a6b343c65b783a5e39211c4a682a3be2d17a1610	03875d11dcdd7a9c95a8627ac419f44de07e899f68933ca545a7e653d37efe5c	15	9	0cb5e5da24179d9f8d8045d902c75784f25204d0b3e3e96e0e0f824fcb52c72e	25be382bec0caa1f1db4a0422dac8c05e2c72f1aa87c05e78b376e8722b24e40	terrestrial-quadruped-light-v1
271	Lombre	00	none	normal	assets/pokemon-walksheets-549/dex-271__species-lombre__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime-549/dex-271__species-lombre__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_medium		c0cbd87da22f11bd709bac0cfcd55acaceb7fc3a74ac145a852f5b96aaed07b9	ae01f2630c12afcdef9d8f7055624a0bab77e234d39146630840f4a89d28e221	15	16	e38c3d9fab065daaa380c223b5325435b517f0762b9be7184cec7ed236e0c26c	25be382bec0caa1f1db4a0422dac8c05e2c72f1aa87c05e78b376e8722b24e40	terrestrial-biped-light-v1
271	Lombre	00	none	shiny	assets/pokemon-walksheets-549/dex-271__species-lombre__form-00__gender-none__palette-shiny__walk-3x4.png	assets/pokemon-runtime-549/dex-271__species-lombre__form-00__gender-none__palette-shiny__walk-3x4.png	pokemon_medium		02bc9b6343667321242d2748858b2b1cc89628b3e71add902ac610cd6bf45721	22e24da92fd5e4919af8c4fa7843ad8f60afec1448a0bdfa704ea3bb83b2c1d8	15	16	1893331a071dc6fd997b88a1e1b900daed33c0a722be6e888ba99be1500fb2f9	25be382bec0caa1f1db4a0422dac8c05e2c72f1aa87c05e78b376e8722b24e40	terrestrial-biped-light-v1
272	Ludicolo	00	none	normal	assets/pokemon-walksheets-549/dex-272__species-ludicolo__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime-549/dex-272__species-ludicolo__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_medium		af2ac02292ea52d7a4b6bf61cee1d2469313ec8de80a0486fec18345b8eb8951	2a161bd21072bed155c277c8373c0be6fa7b8bdb72ca728330f0996e20933c4f	15	16	be430dbc787ef05c3f96ede6c238c7702266ad62a54b41b769b9aaf3aee26bea	25be382bec0caa1f1db4a0422dac8c05e2c72f1aa87c05e78b376e8722b24e40	terrestrial-biped-light-v1
272	Ludicolo	00	none	shiny	assets/pokemon-walksheets-549/dex-272__species-ludicolo__form-00__gender-none__palette-shiny__walk-3x4.png	assets/pokemon-runtime-549/dex-272__species-ludicolo__form-00__gender-none__palette-shiny__walk-3x4.png	pokemon_medium		ca09b1b02c87742adaa0a224c7c4cd8d9ddb0612b523dbc087dd359494e0650a	a73c8bcd22ec79abf7a9d02b3cac305e116ab1297fc416a47085a9f0f5b83bf3	15	16	2776fa333223289911119a40297faac2b5f2df3e9ea2ca4f6db7d7e4f4ecddd2	25be382bec0caa1f1db4a0422dac8c05e2c72f1aa87c05e78b376e8722b24e40	terrestrial-biped-light-v1
273	Seedot	00	none	normal	assets/pokemon-walksheets-549/dex-273__species-seedot__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime-549/dex-273__species-seedot__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_medium		0a608fd5111bbbe4b050bc37f8bb8b5676bee270631363695d97fe7c94602a20	953661fb19b0260ba8632a7b4919d469b8c0bb596d1cc332af7872e52d8a6bdf	12	16	9400be9e8e91da4b5d2252272b1021fa678ef76c0a03372ce5f2a2a2c99a5536	25be382bec0caa1f1db4a0422dac8c05e2c72f1aa87c05e78b376e8722b24e40	ground-hop-bounce-v1
273	Seedot	00	none	shiny	assets/pokemon-walksheets-549/dex-273__species-seedot__form-00__gender-none__palette-shiny__walk-3x4.png	assets/pokemon-runtime-549/dex-273__species-seedot__form-00__gender-none__palette-shiny__walk-3x4.png	pokemon_medium		8fae6b7ae5f808117ff1a27da24f300d825e0ea58ea91e84b9f533111c5dd569	b49b89f26d0d54a27d40003dcf5653107a82bfbfb8d97dd7882e8f650ddf2be3	12	16	08a4ca4e223ce7ece9e6f24c486adf1d5233784e4ac0158d3146c102181b05d3	25be382bec0caa1f1db4a0422dac8c05e2c72f1aa87c05e78b376e8722b24e40	ground-hop-bounce-v1
274	Nuzleaf	00	none	normal	assets/pokemon-walksheets-549/dex-274__species-nuzleaf__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime-549/dex-274__species-nuzleaf__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_medium		31c2465f8dda75c14e0911a1ca401ab48d8018fad1bf202d0d12baede8cb8a2f	49d23df3ba9797f85f3c6a933113bf46d0cdddca2293da11d5a08adf7686246c	15	16	4a1c547d081a240df87b3e6528d8000f6863110f438ca560b744e1359a39fbb2	25be382bec0caa1f1db4a0422dac8c05e2c72f1aa87c05e78b376e8722b24e40	terrestrial-biped-light-v1
274	Nuzleaf	00	none	shiny	assets/pokemon-walksheets-549/dex-274__species-nuzleaf__form-00__gender-none__palette-shiny__walk-3x4.png	assets/pokemon-runtime-549/dex-274__species-nuzleaf__form-00__gender-none__palette-shiny__walk-3x4.png	pokemon_medium		dae1f6db089dffe5c73e86ad90534b095d5661c0a22bf128d87cb213d011f791	4597f3fb96357e54e4649f98063752b75ddaa53a9d4c3bbb2cb0818cece28995	15	16	d33e961d628fa56f9a1359f63d0c4b1444df3a767580136ed619854f36d9a7f5	25be382bec0caa1f1db4a0422dac8c05e2c72f1aa87c05e78b376e8722b24e40	terrestrial-biped-light-v1
275	Shiftry	00	none	normal	assets/pokemon-walksheets-549/dex-275__species-shiftry__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime-549/dex-275__species-shiftry__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_medium		85f3ec4199d171bb82e3438d1c88494546a6307cfb385d7b93352d973d81d9a1	cafd790ef043cc781c450f2a8b3b686e2410b988ab26c57fcbec5e7d59de2afb	15	12	ad55b2a28bd09d4332c6a07aefcfb308215c19ef9c01249e14aaa1908a3b6c06	25be382bec0caa1f1db4a0422dac8c05e2c72f1aa87c05e78b376e8722b24e40	terrestrial-biped-light-v1
275	Shiftry	00	none	shiny	assets/pokemon-walksheets-549/dex-275__species-shiftry__form-00__gender-none__palette-shiny__walk-3x4.png	assets/pokemon-runtime-549/dex-275__species-shiftry__form-00__gender-none__palette-shiny__walk-3x4.png	pokemon_medium		b333c24fd988b54b6974f9a45b33f5c264ead3561add0e37283f8da9be73d7fa	0d0f43f8faae101f6817ac2399937e21d43ca367aa8cf1610851db79bc3ffd6a	15	12	4d65a398625f0b584eb770ef979cf03803cd9c56b4bb27fd2a124219c6af9fed	25be382bec0caa1f1db4a0422dac8c05e2c72f1aa87c05e78b376e8722b24e40	terrestrial-biped-light-v1
276	Taillow	00	none	normal	assets/pokemon-walksheets-549/dex-276__species-taillow__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime-549/dex-276__species-taillow__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_medium		1aa27406c61722e553866aa431a283934ee7c2520ec9f205d73894a59e9432ee	ec63df60c040cb2d21a335ad21a1cf1e149ad2b9e7bea6f5f2d64222e9075d47	15	7	c694fd28ad6bcfa909691f9938cb523104a08571b9da783c6b84daff66eef788	25be382bec0caa1f1db4a0422dac8c05e2c72f1aa87c05e78b376e8722b24e40	airborne-wing-flap-v1
276	Taillow	00	none	shiny	assets/pokemon-walksheets-549/dex-276__species-taillow__form-00__gender-none__palette-shiny__walk-3x4.png	assets/pokemon-runtime-549/dex-276__species-taillow__form-00__gender-none__palette-shiny__walk-3x4.png	pokemon_medium		1fe2b0ff3e744a7ebc33912f2603d4241b40f4d7dd953931e02c51357425ed77	4d6f1f655cfe71abf49d9fb175a69d12886984b871964f740de7ab404630e6b7	15	7	9888c5f385235eaa42a3c6bd58e119bf15d835998e0dafe5366084774060941c	25be382bec0caa1f1db4a0422dac8c05e2c72f1aa87c05e78b376e8722b24e40	airborne-wing-flap-v1
277	Swellow	00	none	normal	assets/pokemon-walksheets-549/dex-277__species-swellow__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime-549/dex-277__species-swellow__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_medium		6e1675319018d763f7c17f97b2eca66794a95446897ad76b4fd31302f6d4335f	6e54f65a1a6abe56c3ea1cebdba2efb2741f9a6b15f5f88358b59a9f2e297b4f	15	6	6a3b1c11736103add57c09ff71dc501cea655fc33ac80b9c4b4ef02296a215bf	25be382bec0caa1f1db4a0422dac8c05e2c72f1aa87c05e78b376e8722b24e40	airborne-wing-flap-v1
277	Swellow	00	none	shiny	assets/pokemon-walksheets-549/dex-277__species-swellow__form-00__gender-none__palette-shiny__walk-3x4.png	assets/pokemon-runtime-549/dex-277__species-swellow__form-00__gender-none__palette-shiny__walk-3x4.png	pokemon_medium		9c73bd8d5eb0c77963cdb9bedd6c07449bddb548c155977360ea0e07d06790b7	390c638b6f5208e78dde4291fcda16544abbd34bd3252305aa7d36e1ba7cd5bf	15	6	2bfc0018b8a8679e98bc9f714c6a70d10a22b4f28f785846cd3f2b072f81d57e	25be382bec0caa1f1db4a0422dac8c05e2c72f1aa87c05e78b376e8722b24e40	airborne-wing-flap-v1
278	Wingull	00	none	normal	assets/pokemon-walksheets-549/dex-278__species-wingull__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime-549/dex-278__species-wingull__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_medium		7930635791e7784fd18bcb5e63c204ba485dcd753103c8ebf1ae2306e262d5a6	5289339171a8f1ed1f5acc61b0c1846b6cde478055d8b417f47f151f6586ac63	15	10	e8eb9deb37d2fb4edc6ce874f1321e69d1da2e802fec1f00f2883b3eb91cdcb3	25be382bec0caa1f1db4a0422dac8c05e2c72f1aa87c05e78b376e8722b24e40	airborne-wing-flap-v1
278	Wingull	00	none	shiny	assets/pokemon-walksheets-549/dex-278__species-wingull__form-00__gender-none__palette-shiny__walk-3x4.png	assets/pokemon-runtime-549/dex-278__species-wingull__form-00__gender-none__palette-shiny__walk-3x4.png	pokemon_medium		8f0bb11785bfaf0388a939843098b40aca84035d5086c7a11ec8f926eb4f20ba	7cdbc1a28e2cbc75ebaa85bfee7013aae667903b0bbdf8a42a5f21305139f0cd	15	10	fcaeeffb3f052d2ef1420dc0f38b3023bec9d23ea78754792472587c321392a2	25be382bec0caa1f1db4a0422dac8c05e2c72f1aa87c05e78b376e8722b24e40	airborne-wing-flap-v1
279	Pelipper	00	none	normal	assets/pokemon-walksheets-549/dex-279__species-pelipper__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime-549/dex-279__species-pelipper__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_medium		edbf86f6984d16c8316412daddd10722b3b510fd75490a80d65474e725870c96	e754012d96b453ceda3e0c21433d13db4db24894ec1956ce47c7e2a2c2a42a2f	15	14	1bd9bf1f295f9be736f88fc3057fe65c7e734341d0e951db5a07f1b1aa6c48d5	25be382bec0caa1f1db4a0422dac8c05e2c72f1aa87c05e78b376e8722b24e40	airborne-wing-flap-v1
279	Pelipper	00	none	shiny	assets/pokemon-walksheets-549/dex-279__species-pelipper__form-00__gender-none__palette-shiny__walk-3x4.png	assets/pokemon-runtime-549/dex-279__species-pelipper__form-00__gender-none__palette-shiny__walk-3x4.png	pokemon_medium		2ceca1eedb9fff88f82691d5671f404e7ead5b0bf6a01a508a8430004ead45a8	1cf21b6f9d2351267ac4cc010ede36ab96f7c80cc8e21612e70f3aef7a9e43f4	15	14	cca41720066537b109fbb9b90d78b7216ee7624e912e3ace585fee780da6e42a	25be382bec0caa1f1db4a0422dac8c05e2c72f1aa87c05e78b376e8722b24e40	airborne-wing-flap-v1
280	Ralts	00	none	normal	assets/pokemon-walksheets-549/dex-280__species-ralts__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime-549/dex-280__species-ralts__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_medium		09d1c811cc5281fb15577cd8638cd4d3b707e2fe93a2682aee978c48e92e8207	8f09d477257b5147100ffdc2f45bde74df0bd912908593872f87ad44e9e22256	13	16	0289eb7731ca8435bafc5d79025202fb2c8d9e060f7686cb6bebacc7032aeeea	25be382bec0caa1f1db4a0422dac8c05e2c72f1aa87c05e78b376e8722b24e40	terrestrial-biped-light-v1
280	Ralts	00	none	shiny	assets/pokemon-walksheets-549/dex-280__species-ralts__form-00__gender-none__palette-shiny__walk-3x4.png	assets/pokemon-runtime-549/dex-280__species-ralts__form-00__gender-none__palette-shiny__walk-3x4.png	pokemon_medium		72aafb22bd3c7980304768e1a321aed0c6af3394961582915b5468d7b19e4d3c	3745c8951cd2cdd5d998238faf62e62cb4f70ed1100d9a213edc3d143a5862f6	13	16	e6db1345fc339da6820933a8b134330aecdcf1b36f3e9193cf73ce3ce93d19af	25be382bec0caa1f1db4a0422dac8c05e2c72f1aa87c05e78b376e8722b24e40	terrestrial-biped-light-v1
281	Kirlia	00	none	normal	assets/pokemon-walksheets-549/dex-281__species-kirlia__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime-549/dex-281__species-kirlia__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_medium		7debd40145edc20c0a0c637fd6927f44f1b95941a98009380c7d3c31233f4397	538dc70b5d8d95502e0f4e488c041efd0c71a48e83106850115beb8adc8e08df	10	16	f3af065f6c81e5ca529d86cf51f442c0674d503cc67dc827242dccb8166b758a	25be382bec0caa1f1db4a0422dac8c05e2c72f1aa87c05e78b376e8722b24e40	terrestrial-biped-light-v1
281	Kirlia	00	none	shiny	assets/pokemon-walksheets-549/dex-281__species-kirlia__form-00__gender-none__palette-shiny__walk-3x4.png	assets/pokemon-runtime-549/dex-281__species-kirlia__form-00__gender-none__palette-shiny__walk-3x4.png	pokemon_medium		c1ca1e323af2b8ec28e6688bfc41f218360e1cc57c13cb33d34016ad45329064	ec082ca9eca3a536f105ba87a7920fc02f781276401dd96df288c89102ea6d1e	10	16	6ec0a586347274206488584ab70d6c8fa0c175bec45efee496de8d618ec22d02	25be382bec0caa1f1db4a0422dac8c05e2c72f1aa87c05e78b376e8722b24e40	terrestrial-biped-light-v1
282	Gardevoir	00	none	normal	assets/pokemon-walksheets-549/dex-282__species-gardevoir__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime-549/dex-282__species-gardevoir__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_medium		106f16936097ea57107017b7d6ad3938e7544cb71887154f563b40d5719946a4	966ec2e75a3d64a624bddc0ca7d9fd983708b26b45916fe711de8c51aa268ca4	14	16	c21d688efed683023b89dba1c50e35e41eda07fa976a2ca69b6356d3bd58aad0	25be382bec0caa1f1db4a0422dac8c05e2c72f1aa87c05e78b376e8722b24e40	terrestrial-biped-light-v1
282	Gardevoir	00	none	shiny	assets/pokemon-walksheets-549/dex-282__species-gardevoir__form-00__gender-none__palette-shiny__walk-3x4.png	assets/pokemon-runtime-549/dex-282__species-gardevoir__form-00__gender-none__palette-shiny__walk-3x4.png	pokemon_medium		12fc7438b861ae70ac6ab77b1cbe63c616e7ed430425234b941af3d2a426e284	644fa9586b5a83a420e638e5712392779624ed12b1520e99a9a4fbadb1fbdce0	14	16	ff622f322fabc6d7b015d396e0989162937add5d081d7f6a13e5c8b7b3c1407c	25be382bec0caa1f1db4a0422dac8c05e2c72f1aa87c05e78b376e8722b24e40	terrestrial-biped-light-v1
283	Surskit	00	none	normal	assets/pokemon-walksheets-549/dex-283__species-surskit__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime-549/dex-283__species-surskit__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_medium		eb14415a5fa4dea951dc1e81ff28aab15a6399d72ca2e6b032989af712c7034a	62d763ad9485c79fb560d357f0562b7182cd07756184c24c1f2445dec7b72ea4	15	15	90a19d0a21c25a547f5d5ddd307044dc8bc46b82c9c0a41133c96c5f6f8f3400	25be382bec0caa1f1db4a0422dac8c05e2c72f1aa87c05e78b376e8722b24e40	terrestrial-multiped-crawl-v1
283	Surskit	00	none	shiny	assets/pokemon-walksheets-549/dex-283__species-surskit__form-00__gender-none__palette-shiny__walk-3x4.png	assets/pokemon-runtime-549/dex-283__species-surskit__form-00__gender-none__palette-shiny__walk-3x4.png	pokemon_medium		ca833242c46b535c0a60db82de869f7486e9dcf220f814b1704f6a0afbf3227d	34064278fd5ad3ee238c6a802c8175bd55ed2edd7a574608093518fd3477d25d	15	15	576710a02f6a6364d857043f6361391ec0118653acf6720971a144a82352cd36	25be382bec0caa1f1db4a0422dac8c05e2c72f1aa87c05e78b376e8722b24e40	terrestrial-multiped-crawl-v1
284	Masquerain	00	none	normal	assets/pokemon-walksheets-549/dex-284__species-masquerain__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime-549/dex-284__species-masquerain__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_medium		2950f8f683f5c1e2fc8871faa203ea0ea8326982d3696b83295b46dfada1439d	7a6e66bd438c0490d92a84368aee0484f5789ba995a0725b90a10cfd57e096b5	15	16	55fa2f6625ad8e005226e9d5e64f94aab23a0ca138046f51a7e41bf73db5ebcf	25be382bec0caa1f1db4a0422dac8c05e2c72f1aa87c05e78b376e8722b24e40	airborne-wing-flap-v1
284	Masquerain	00	none	shiny	assets/pokemon-walksheets-549/dex-284__species-masquerain__form-00__gender-none__palette-shiny__walk-3x4.png	assets/pokemon-runtime-549/dex-284__species-masquerain__form-00__gender-none__palette-shiny__walk-3x4.png	pokemon_medium		bd34f10b9c410628b727918ae9786d94993080741a56d24e0dfac40f6d58407e	a62d9c2e952b31cb674d392c236020d4b89b4cc32a6bb434f948b6dfbc6ba850	15	16	ecfa5fee4d81840dba20266ea27aa9053d8b0c15ea81079bd9a5003c3d5cfe2b	25be382bec0caa1f1db4a0422dac8c05e2c72f1aa87c05e78b376e8722b24e40	airborne-wing-flap-v1
285	Shroomish	00	none	normal	assets/pokemon-walksheets-549/dex-285__species-shroomish__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime-549/dex-285__species-shroomish__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_medium		bdbc6aec0ac28c1a0b4a4ad8234d725f1b6b718d260ceadd5ccbf22ef78383e8	389c23e97438eb93ff411d8c67ec86a192f3aa65deef3203c70e06361260b80b	15	12	194568ea559aecda0862fb029390800a66f16363e419ecb0d604500330145566	25be382bec0caa1f1db4a0422dac8c05e2c72f1aa87c05e78b376e8722b24e40	ground-hop-bounce-v1
285	Shroomish	00	none	shiny	assets/pokemon-walksheets-549/dex-285__species-shroomish__form-00__gender-none__palette-shiny__walk-3x4.png	assets/pokemon-runtime-549/dex-285__species-shroomish__form-00__gender-none__palette-shiny__walk-3x4.png	pokemon_medium		de05da4bcfde5840e12d2ed6324f420f4cd20c5580ed3dca79edd466d92818ff	288f9ae1ee86b12b3ac451cdfaaa090158f560259df1c8e8574b39d340278ada	15	12	ea025718f64821373dbf2f2ece6ff4c5d4abab99b4efb494dc29f336bb273b41	25be382bec0caa1f1db4a0422dac8c05e2c72f1aa87c05e78b376e8722b24e40	ground-hop-bounce-v1
286	Breloom	00	none	normal	assets/pokemon-walksheets-549/dex-286__species-breloom__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime-549/dex-286__species-breloom__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_medium		c2156bbf8a538bae37b7ecbd21e0153694ced31d6b59b8126b493563b7ea0ffb	2b2371b0adec3046a5ec2608542b651ba643d7dbdacc3c3533102d10198e532a	15	16	7043b998efde1e888a034aeeedebe1e9e94a389c290f7dc5fa8b92090ae31128	25be382bec0caa1f1db4a0422dac8c05e2c72f1aa87c05e78b376e8722b24e40	terrestrial-biped-light-v1
286	Breloom	00	none	shiny	assets/pokemon-walksheets-549/dex-286__species-breloom__form-00__gender-none__palette-shiny__walk-3x4.png	assets/pokemon-runtime-549/dex-286__species-breloom__form-00__gender-none__palette-shiny__walk-3x4.png	pokemon_medium		46a97c16e7bb704b4ee0942993229c6b8a268e5cb0d2f9565f43dcc27a663376	ca60b0eb361a920b275e4df281bde35a1730ba90dbf9e823f143851fdb4e0d7f	15	16	99d3980ddcab2e868bfc5cf21b22df95a5053cde5a2b13d85a3a67f36b244b57	25be382bec0caa1f1db4a0422dac8c05e2c72f1aa87c05e78b376e8722b24e40	terrestrial-biped-light-v1
287	Slakoth	00	none	normal	assets/pokemon-walksheets-549/dex-287__species-slakoth__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime-549/dex-287__species-slakoth__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_medium		8c341dacc9a08e3839faf8c590238814b1006296dec33e44058ad97ad324e500	979a97e5c10f50f914ec8542a70f3ddecac733b4f9be9884643504c2d6ceb63c	15	9	e6a34d5919fd61a257e0b6bd722d8a453f8b0549125368fd1a95d25c17918846	25be382bec0caa1f1db4a0422dac8c05e2c72f1aa87c05e78b376e8722b24e40	terrestrial-quadruped-light-v1
287	Slakoth	00	none	shiny	assets/pokemon-walksheets-549/dex-287__species-slakoth__form-00__gender-none__palette-shiny__walk-3x4.png	assets/pokemon-runtime-549/dex-287__species-slakoth__form-00__gender-none__palette-shiny__walk-3x4.png	pokemon_medium		caa2635001d41b19805e5c75e3274941a929c9c7fb46943cf57d5ccf489822b0	41a9741acbc18bca1ee1cba01df79aea09350adbdd65da189ccf45f13557c748	15	9	8b8798fde7ed2b23402c12caf719222e9d4ccd6e12291a101384694eb7e48141	25be382bec0caa1f1db4a0422dac8c05e2c72f1aa87c05e78b376e8722b24e40	terrestrial-quadruped-light-v1
