dex	species	form	gender	palette	atlas	runtime_strip	scale_class	height_dm	file_sha256	rgba_sha256	runtime_content_width	runtime_content_height	motion_profile
104	cubone	00	none	normal	assets/pokemon-walksheets/dex-104__species-cubone__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-104__species-cubone__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_small	4	de2d6e2e37e1469ce6c4fd9db2ba9c3de330b364d315ce4d1805598bee840b1e	16e56f760b7de0eb8ca9a1d17b5b5b4cba29a246239a28e377e1146b75524329	13	16	terrestrial-biped-light-v1
105	marowak	00	none	normal	assets/pokemon-walksheets/dex-105__species-marowak__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-105__species-marowak__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_medium	10	d16f805bd9c7b55dded5c212904d414dc082c340d5c803b3861edbed7a2142b2	9857e72f48ff4f70a017739e381727621979b40d906f5f1ffc5bdb1ba36ae145	14	16	terrestrial-biped-light-v1
106	hitmonlee	00	none	normal	assets/pokemon-walksheets/dex-106__species-hitmonlee__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-106__species-hitmonlee__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_large	15	baf4f8d8b34f32b19d88c786eb3634096347b3b587bf880d049701a0043e2d0e	538c810f997c3142ee658b7374b3853a06fd235f0782661efb4701ecaa363078	11	16	terrestrial-biped-light-v1
107	hitmonchan	00	none	normal	assets/pokemon-walksheets/dex-107__species-hitmonchan__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-107__species-hitmonchan__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_medium	14	96a7cf4012d8c5878283eacece3cc90a332f494bceef3effa9aa2623414e6da3	45e5fec06c0186162b1ffca2c8e9abe979d1f0ae83bf7054db8e4c99fb174617	12	16	terrestrial-biped-light-v1
108	lickitung	00	none	normal	assets/pokemon-walksheets/dex-108__species-lickitung__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-108__species-lickitung__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_medium	12	8686530cf3a004dddfbd9ba62551968d12552134af85b0d3f65b9e9270eed54b	bfc2d1d5c6c7a242f4016f3030d0874d9bbacb8840e242ac37ff28516f37ef6e	15	15	terrestrial-biped-heavy-v1
109	koffing	00	none	normal	assets/pokemon-walksheets/dex-109__species-koffing__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-109__species-koffing__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_small	6	4cb5c910377571002918cea45b315a57506f8ca107ef04858c88c3bd78f6dace	f48143f86c1f61e4601b1baf9023380c471030eef4b2f5a6c3e086855719b08a	15	15	airborne-hover-bob-v1
110	weezing	00	none	normal	assets/pokemon-walksheets/dex-110__species-weezing__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-110__species-weezing__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_medium	12	c8b2c6d728d03b40fc71d9edfbd9a169dc26e359721b3d2f64f90ad29c1adf64	6717149e0df4c1e50d3f5df04ad592031cee1e4f7d657d47676d277c567ec9ef	15	16	airborne-hover-bob-v1
111	rhyhorn	00	female	normal	assets/pokemon-walksheets/dex-111__species-rhyhorn__form-00__gender-female__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-111__species-rhyhorn__form-00__gender-female__palette-normal__walk-3x4.png	pokemon_medium	10	2d1f5ac1c16f89d561487fb68ea79f70595c78c826bc8d58f1b2e3e5e7b103da	df5d9e5ee63df1897a63fba3ce1a02d1da530df849230206bd1b6c7fde8e9b75	15	15	terrestrial-quadruped-heavy-v1
111	rhyhorn	00	male	normal	assets/pokemon-walksheets/dex-111__species-rhyhorn__form-00__gender-male__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-111__species-rhyhorn__form-00__gender-male__palette-normal__walk-3x4.png	pokemon_medium	10	bd07856cfcf6d4fcfc69de4078c1e1c8cb535fec8a4239b45b62802c2331894d	815067b4a542dbdf5916a4b8a01fa1af297fb83bc0b088f956b848179c0cc039	15	15	terrestrial-quadruped-heavy-v1
112	rhydon	00	female	normal	assets/pokemon-walksheets/dex-112__species-rhydon__form-00__gender-female__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-112__species-rhydon__form-00__gender-female__palette-normal__walk-3x4.png	pokemon_large	19	d34e14410b6c00dac69ca554f149aa3f9d90cc535f6a9ffd2985232acd538c6b	f6b72aad382ba134acb7463a1ff7e852f974af6fd1fb3324c29c275849c0a19f	15	16	terrestrial-biped-heavy-v1
112	rhydon	00	male	normal	assets/pokemon-walksheets/dex-112__species-rhydon__form-00__gender-male__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-112__species-rhydon__form-00__gender-male__palette-normal__walk-3x4.png	pokemon_large	19	4be64d896b631d9be73205279c8d168ddddafea205900ff8c9961cdc3dca760c	eddadb3f9968bc737ed45db844fa4aa3275c3011158d4a308a576fb6a8980b9c	15	16	terrestrial-biped-heavy-v1
113	chansey	00	none	normal	assets/pokemon-walksheets/dex-113__species-chansey__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-113__species-chansey__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_medium	11	a368ef2d1e5ef92c030df0d7d615af305a386894e79ec7911d9177d329491169	d1e6acb9e754a433ea6a0a1c5c776425b9a3d92b26f09b4963f8800bc45b923d	15	13	terrestrial-biped-heavy-v1
114	tangela	00	none	normal	assets/pokemon-walksheets/dex-114__species-tangela__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-114__species-tangela__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_medium	10	0aad851b1866b51ff451a3e69b4409568ddd2bef28c81b651834e275256ec13a	79dbe82edb9316ec48c712934b135405eb388f39220f1e7261cb636e929dbfcb	15	16	terrestrial-biped-light-v1
115	kangaskhan	00	none	normal	assets/pokemon-walksheets/dex-115__species-kangaskhan__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-115__species-kangaskhan__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_large	22	bffd16cad2b4502728172469e706165324a7f5abf9f6556049df1bf04600549a	e4ade51f54e6716dcb0198aad1fd59e3ad66362306f9f37c534ee2c711fa62a3	15	15	terrestrial-biped-heavy-v1
116	horsea	00	none	normal	assets/pokemon-walksheets/dex-116__species-horsea__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-116__species-horsea__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_small	4	8df0b8755a281c89d31cc9ecc2986ff9bc820e68726b4f9f553b7b8a06c5d241	7498e85a8a12a997900ffdf06d7d3f3d37e57f690819c857b7ff7cc029ef691f	15	16	aquatic-fin-swim-v1
117	seadra	00	none	normal	assets/pokemon-walksheets/dex-117__species-seadra__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-117__species-seadra__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_medium	12	d38f041f73235b39b59a4b087df0e83f51fc451bfb3f2377408fcd0a8e2f282c	20b90fff3decc21f1c94d12640c6b21fa1c7d37ce64975e1942c09f7b5e9f51e	15	16	aquatic-fin-swim-v1
118	goldeen	00	female	normal	assets/pokemon-walksheets/dex-118__species-goldeen__form-00__gender-female__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-118__species-goldeen__form-00__gender-female__palette-normal__walk-3x4.png	pokemon_small	6	c7b63de2100852c7df91e428fa25858a2b27ee06395b823b18d670b9f233856d	f3b2d5b16c0986dd6af947a05e76bdc2606438a9a8172b7f09e165557fcd9211	15	7	aquatic-fin-swim-v1
118	goldeen	00	male	normal	assets/pokemon-walksheets/dex-118__species-goldeen__form-00__gender-male__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-118__species-goldeen__form-00__gender-male__palette-normal__walk-3x4.png	pokemon_small	6	ba44bd6309e490c1c916e54ff280a3a698c1fea5b9205f72e2bb7bb92ad419fd	4239355e6fff5bf34137a2d5a751927b17c67c7c79aa945851f1b10289a14a4b	15	7	aquatic-fin-swim-v1
119	seaking	00	female	normal	assets/pokemon-walksheets/dex-119__species-seaking__form-00__gender-female__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-119__species-seaking__form-00__gender-female__palette-normal__walk-3x4.png	pokemon_medium	13	ab2e929b8cd679317d6862da3706152677862e1c7f20fe2d0aca8d7cd8ae75bc	1774746fcf6e0ee5412bb4c88a9afbc4b9daa9d8879d46d1927adb5dd90b8d3c	15	16	aquatic-fin-swim-v1
119	seaking	00	male	normal	assets/pokemon-walksheets/dex-119__species-seaking__form-00__gender-male__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-119__species-seaking__form-00__gender-male__palette-normal__walk-3x4.png	pokemon_medium	13	7a25db45b3b72913db993ac0c41798408c39ac70d4d79958d9bac78751490161	22b2bcc85c5eb2656b3965113092384b4b0e4cdf4af7505d5ed4ec29d6bba401	15	16	aquatic-fin-swim-v1
120	staryu	00	none	normal	assets/pokemon-walksheets/dex-120__species-staryu__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-120__species-staryu__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_medium	8	b60f803209115b5ac3c4d82a82feb6d1f45e702285a378a12e3ebfeddbf01ebb	fbe3a4c8c343b50819694e8862c005630fe712219c32ad9ef6c604646577f8c2	15	16	aquatic-fin-swim-v1
121	starmie	00	none	normal	assets/pokemon-walksheets/dex-121__species-starmie__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-121__species-starmie__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_medium	11	e1055d2b8bd2fa7016fb76ea21240f15744ee0219ba615c55701e724e2a16fef	099adef01949a8d67592581b85664e1e718058e500b1de851d96edc3b47e6e51	15	16	aquatic-fin-swim-v1
122	mrmime	00	none	normal	assets/pokemon-walksheets/dex-122__species-mrmime__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-122__species-mrmime__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_medium	13	db314fa26e6799337b8f3a48ffbea40a7326c9bf4de0359698f14b240c69df08	0fddc551f5e3179935b5ddc36e731bb2189aa359f833dfb47ff85795ccbfd4b5	15	16	terrestrial-biped-light-v1
123	scyther	00	female	normal	assets/pokemon-walksheets/dex-123__species-scyther__form-00__gender-female__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-123__species-scyther__form-00__gender-female__palette-normal__walk-3x4.png	pokemon_large	15	93362b0840146283af80d6a425a64fbc05a3532868e53ead71b0dabd9795efa0	6e6e34051d79c97d32276e2a7368ffe330bb67af5e41c39774335bc15c9dc910	13	16	airborne-wing-flap-v1
123	scyther	00	male	normal	assets/pokemon-walksheets/dex-123__species-scyther__form-00__gender-male__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-123__species-scyther__form-00__gender-male__palette-normal__walk-3x4.png	pokemon_large	15	dce0468295d6b3c8c31be012a46e4fe25ba2a5cd54970712ffa1b12a841a93a2	ff496cf5f18ab0b8806b5f88a51a206fd500e052c5e43bef4b22b92e5f15eca2	13	16	airborne-wing-flap-v1
124	jynx	00	none	normal	assets/pokemon-walksheets/dex-124__species-jynx__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-124__species-jynx__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_medium	14	405c671be06eb717a25a651edb740fe6524d393f188d5aa885a57ce34f76ee3d	6c183a24f07710e5bbb3ec4b1fbf5ea6d258d2b7fe341e9d294aea3aba4f5a80	15	16	terrestrial-biped-light-v1
125	electabuzz	00	none	normal	assets/pokemon-walksheets/dex-125__species-electabuzz__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-125__species-electabuzz__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_medium	11	9b09d9eb61b90db81c2fef39f70709589ab6a4e94fb850534c82e268493303ea	400602c2d4d448f9005179a6dcb77f2ede495e46be1f0a00d0ed24709ab57050	15	16	terrestrial-biped-light-v1
125	electabuzz	00	none	shiny	assets/pokemon-walksheets/dex-125__species-electabuzz__form-00__gender-none__palette-shiny__walk-3x4.png	assets/pokemon-runtime/dex-125__species-electabuzz__form-00__gender-none__palette-shiny__walk-3x4.png	pokemon_medium	11	8ce708a9e1d02b6b3a06397f53eb98a3ab280c04cb6c986c04217a80bfbe240d	d56c5883ad40cf84356e004b8124ebb3ab2dacedc03c0258a481b4002b9c347c	15	16	terrestrial-biped-light-v1
126	magmar	00	none	normal	assets/pokemon-walksheets/dex-126__species-magmar__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-126__species-magmar__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_medium	13	f99eeac261a488d3d3b38e077f0998906b1a3c485969a99c22f0b5c43a9b9d99	4696ed72dc713f2526e461d5bfb05dfd30e56ee53fe9d386eb32d21fb970cd00	15	16	terrestrial-biped-heavy-v1
127	pinsir	00	none	normal	assets/pokemon-walksheets/dex-127__species-pinsir__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-127__species-pinsir__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_large	15	0bb349538199618068a49bc3fe3c83971fd3368a05f67e79b3b0fac1c27021dd	4633d5bda4ce2569d73326213824a0dee82e7e775570571c79b6d65795cb4c64	15	16	terrestrial-biped-heavy-v1
127	pinsir	00	none	shiny	assets/pokemon-walksheets/dex-127__species-pinsir__form-00__gender-none__palette-shiny__walk-3x4.png	assets/pokemon-runtime/dex-127__species-pinsir__form-00__gender-none__palette-shiny__walk-3x4.png	pokemon_large	15	0e84fb5803009fc4715354185493194b1a371a4e4350063474ac57f6396e11c5	77003584b81107d9eb01ce23cb9b68abd49536b174ea012fe306747b47505142	15	16	terrestrial-biped-heavy-v1
128	tauros	00	none	normal	assets/pokemon-walksheets/dex-128__species-tauros__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-128__species-tauros__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_medium	14	44413f483791596335646ab5f0a45957bb7ef82de15a168543e7f73fdf31bc2c	875906f354f8f9d0b53e2de0ee18179a683ab2d4578df8116e400dfa7ae0e496	15	16	terrestrial-quadruped-heavy-v1
129	magikarp	00	female	normal	assets/pokemon-walksheets/dex-129__species-magikarp__form-00__gender-female__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-129__species-magikarp__form-00__gender-female__palette-normal__walk-3x4.png	pokemon_medium	9	a47172edcd74f500e9678922380579a350202f86e79b1afdfbcc4f52f921e792	0d6bb2b44c943432a3f12f9cb1cb42cf617c02a15e74dd0d8912c725053d9cf2	15	13	aquatic-fin-swim-v1
129	magikarp	00	male	normal	assets/pokemon-walksheets/dex-129__species-magikarp__form-00__gender-male__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-129__species-magikarp__form-00__gender-male__palette-normal__walk-3x4.png	pokemon_medium	9	4a21512680e70d87ae178571433cde0486343aca39722f2ae9e19ce0876ccceb	d12ee6085b0c2da8989473803e28fd63642d241547cb026ef1983268cf353518	15	13	aquatic-fin-swim-v1
130	gyarados	00	female	normal	assets/pokemon-walksheets/dex-130__species-gyarados__form-00__gender-female__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-130__species-gyarados__form-00__gender-female__palette-normal__walk-3x4.png	pokemon_large	65	1071bb574d9440574763199308ea6c69e06e89da7dfc1d61941eba43be614089	f6aa6c950a74854d9c329ab5374fc67e1f460fa0cf5b8569c76b9d3c6a9fee89	15	16	aquatic-serpentine-swim-v1
130	gyarados	00	male	normal	assets/pokemon-walksheets/dex-130__species-gyarados__form-00__gender-male__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-130__species-gyarados__form-00__gender-male__palette-normal__walk-3x4.png	pokemon_large	65	608b1ce2425de385ef203a1c7a62087d0909c71d69f678af26bb2ea40dfb9cf8	c98860dc58ee4f478a561273deeb359126b93398ac22cb9750bb74d09b28311f	15	16	aquatic-serpentine-swim-v1
131	lapras	00	none	normal	assets/pokemon-walksheets/dex-131__species-lapras__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-131__species-lapras__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_large	25	ecc2068bcc6000a689d9d264af41dac292b22785c4768c7ee76ca6ac56a07f4f	1eb86880be4807a6885283cf3fe66dc821001fbd5a082bb244043815a1859084	15	13	aquatic-paddle-bob-v1
132	ditto	00	none	normal	assets/pokemon-walksheets/dex-132__species-ditto__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-132__species-ditto__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_small	3	da7f11d9f44a2223ecfc8bdb12b5f560323483f1421c5dda94203a450e8b28a5	bde87b43cfa1390ac43c8b69c981db7c88f2fea299ed66742917ffe7008bb31e	15	16	amorphous-ground-sway-v1
133	eevee	00	none	normal	assets/pokemon-walksheets/dex-133__species-eevee__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-133__species-eevee__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_small	3	da94e07dc5730af63fe27e80c2bf618b58b8304158744cbb7ba06f723a5a6a94	32437f30204821b15f405de3c3cd65ff7dcaf5aae5fc42ad9b58543a9173e717	15	12	terrestrial-quadruped-light-v1
133	eevee	00	none	shiny	assets/pokemon-walksheets/dex-133__species-eevee__form-00__gender-none__palette-shiny__walk-3x4.png	assets/pokemon-runtime/dex-133__species-eevee__form-00__gender-none__palette-shiny__walk-3x4.png	pokemon_small	3	ae82459ed71057a41e56d29b0a9906bbfe97b39cc0d2a5dafa01c270d0ce6b16	c92dac29c08faa1d5075dbcd553a0c2d74e771c10565733ae64477fbc3362b3a	15	12	terrestrial-quadruped-light-v1
134	vaporeon	00	none	normal	assets/pokemon-walksheets/dex-134__species-vaporeon__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-134__species-vaporeon__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_medium	10	cc10f6c0e88eb4334fc04b4983086a94751ea3a6c12aa9923b159e5e5235f6b0	36136fa2fa8d853e6c43eaa810403d78c5978a0f96f915d2f9e0ba25391d6c3f	15	16	terrestrial-quadruped-light-v1
135	jolteon	00	none	normal	assets/pokemon-walksheets/dex-135__species-jolteon__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-135__species-jolteon__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_medium	8	f6dd829014e5d9dac4ee6cedfa0f79d0b884dc9ab837b36245346e4ba1846714	4b7ecd5baeca5dc5a78e1395f7f8185a78428b0f8368d77f48b8a0d79bd38319	15	16	terrestrial-quadruped-light-v1
135	jolteon	00	none	shiny	assets/pokemon-walksheets/dex-135__species-jolteon__form-00__gender-none__palette-shiny__walk-3x4.png	assets/pokemon-runtime/dex-135__species-jolteon__form-00__gender-none__palette-shiny__walk-3x4.png	pokemon_medium	8	f4f94c330b85c3669d9463a73beb70a7b7380d8186b598f5e0f3b6a5b989849b	42e5e9f7ef7bc71fb61f3402445642071628c6c2353808fdde7a10c9dc9c8e4f	15	16	terrestrial-quadruped-light-v1
136	flareon	00	none	normal	assets/pokemon-walksheets/dex-136__species-flareon__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-136__species-flareon__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_medium	9	b34afee2f2f0a8ccae853ee45e71ab0a9339dd57655687d3ebbf9be2df7b2179	8cde3f851f2486598ce359d17c714af0e9ff45c322666a2a84393fd6ef9a21f7	14	16	terrestrial-quadruped-light-v1
137	porygon	00	none	normal	assets/pokemon-walksheets/dex-137__species-porygon__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-137__species-porygon__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_medium	8	3271e1e5c98afddd04ad1644b9f373ba74222e1eb9f07a8a3615015376c2fd96	37f63465aea459887ae679ea18f2a89fdfe0eb286e734c5ada220fbec9a4f88a	15	16	airborne-hover-bob-v1
138	omanyte	00	none	normal	assets/pokemon-walksheets/dex-138__species-omanyte__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-138__species-omanyte__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_small	4	5a3ada39a24e9d6e23ffacd80b317b76f93411351e74985d752d7b40b087298f	9b2edd35f0722f62a49e71fade5d0e9a805e2947eb7aeef83bff66a68b351a07	15	16	aquatic-paddle-bob-v1
139	omastar	00	none	normal	assets/pokemon-walksheets/dex-139__species-omastar__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-139__species-omastar__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_medium	10	abf9cb0dc3228b067e9efcf40632603401cc93d78d21441fc7befe237d655749	68c492c618d3f77fdbd39393e83a8d289495dc90473029d3792f85172c24ad46	15	15	aquatic-paddle-bob-v1
140	kabuto	00	none	normal	assets/pokemon-walksheets/dex-140__species-kabuto__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-140__species-kabuto__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_small	5	ca766e8280b5a422410d53b98c2d3854ca0dcdbd71e2b66002f8bd61fced491a	b98fbe1991f0b22708290ad571d947ffa0ac221a4e52466f401b06666ea536ff	15	11	terrestrial-multiped-crawl-v1
141	kabutops	00	none	normal	assets/pokemon-walksheets/dex-141__species-kabutops__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-141__species-kabutops__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_medium	13	8b9a27970dae01aa69f0e268adf70e57581eca2f2207e162b489a15746f62bdf	73989fc07bb72ca38784307fa8a5fd1073caba0e057eb80f97b811183f3c47f3	14	16	terrestrial-biped-light-v1
142	aerodactyl	00	none	normal	assets/pokemon-walksheets/dex-142__species-aerodactyl__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-142__species-aerodactyl__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_large	18	302722583409c9c03ddb4c9d6514cadb853f0d5030a4a9f623439f547065b128	f2beba86b29e6400f2bbaf1f9ea4890d757fb3a9cb7c5e2f0ac5d0e1efb252ad	15	13	airborne-wing-flap-v1
142	aerodactyl	00	none	shiny	assets/pokemon-walksheets/dex-142__species-aerodactyl__form-00__gender-none__palette-shiny__walk-3x4.png	assets/pokemon-runtime/dex-142__species-aerodactyl__form-00__gender-none__palette-shiny__walk-3x4.png	pokemon_large	18	e881c20be21a0dbc6daebdff1af962c9943f821357023564e4b684d83f4e7b56	baa66a0e01d081b04a02f4e5eb29fa9ba5e777e413a30041b698f6e90ffd115f	15	13	airborne-wing-flap-v1
143	snorlax	00	none	normal	assets/pokemon-walksheets/dex-143__species-snorlax__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-143__species-snorlax__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_large	21	ec5c33b353a52c77090990b2ca7d5ad4098308625707807bf87059f5f06a29fe	57dc806ef628e73f538faca63369060be5ca9a242876c8e4878e07d6a19b4f71	15	16	terrestrial-biped-heavy-v1
144	articuno	00	none	normal	assets/pokemon-walksheets/dex-144__species-articuno__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-144__species-articuno__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_large	17	fe792271b3f2ed15c923e5eaa6ae1236e9479107b1a25647ca1b6d23b9a3f253	5144e9ddab2f6ad85f623b2413e12e873b94a7065385d5803c1577a465e5e03f	15	16	airborne-wing-flap-v1
145	zapdos	00	none	normal	assets/pokemon-walksheets/dex-145__species-zapdos__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-145__species-zapdos__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_large	16	794e817a8ba167eef008ad36fa67d710a5312e657e9767897096f3bc0e0d5926	12faecafc7432f2791472d514eca53f747c0d1782d72be87182aaf9fdf4c1e47	13	16	airborne-wing-flap-v1
146	moltres	00	none	normal	assets/pokemon-walksheets/dex-146__species-moltres__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-146__species-moltres__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_large	20	bdd6e3773133f941664f80193c496dbf095bd4d729edd5d0ac2a810c14790604	380412cfa1fac296d6898ab7027d1149aefc0e4aaf619dbc7c978bf6be699969	15	12	airborne-wing-flap-v1
147	dratini	00	none	normal	assets/pokemon-walksheets/dex-147__species-dratini__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-147__species-dratini__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_large	18	76e79f31a8ee3de2f6b258b2fb5098e52e2a47e2044ec8c1d3ed75940ab8f015	ef1ada5b64fb1a1edd7ec9e176cf8c1a72109d235357acb6d2ad9b3fff5101e8	15	16	airborne-serpentine-wave-v1
148	dragonair	00	none	normal	assets/pokemon-walksheets/dex-148__species-dragonair__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-148__species-dragonair__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_large	40	55a2bf44d3961547f0ed96a90fc405aa0ad7eba76d906cffc42ba89ca80850c0	75560fa2e1f2a566cb3e2c3fbe5698775699f5e27b957f804a2d243870a9db1d	12	16	airborne-serpentine-wave-v1
149	dragonite	00	none	normal	assets/pokemon-walksheets/dex-149__species-dragonite__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-149__species-dragonite__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_large	22	6409f7ea44036457eb6940f7776793a08b2dfd487b7c607f0cefcb9f6db3fa25	39965cb776bef7a654c2a385ee0f700e6f460e244a44b38d7f7c81bf926241c3	15	16	airborne-wing-flap-v1
150	mewtwo	00	none	normal	assets/pokemon-walksheets/dex-150__species-mewtwo__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-150__species-mewtwo__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_large	20	51ad21bc9cc3b29bf61174afe41b2342d7cfe9b6982b48110f851046c1fe0db7	24349af19b69618c642d236ca25f2461dd6493c84e849013befefceea93b8ec0	15	16	terrestrial-biped-light-v1
150	mewtwo	00	none	shiny	assets/pokemon-walksheets/dex-150__species-mewtwo__form-00__gender-none__palette-shiny__walk-3x4.png	assets/pokemon-runtime/dex-150__species-mewtwo__form-00__gender-none__palette-shiny__walk-3x4.png	pokemon_large	20	fcbab5b539a81b8aef8f493bee9504d82f2e8ad0643877b9d03d6edbc7265314	74238ce5b15e3c93e8f32128d81fb5459cb97141cd5de0f7322c2abef2af4045	15	16	terrestrial-biped-light-v1
151	mew	00	none	normal	assets/pokemon-walksheets/dex-151__species-mew__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-151__species-mew__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_small	4	f6a08a62f947df73808ddd3ead42eb5c3b90601926289c97d426c07d666f106f	5238e9f0caa88871f5b6c015a25c2c7b524bd5c2dadc51c515c23630a6731727	15	16	airborne-hover-bob-v1
152	chikorita	00	none	normal	assets/pokemon-walksheets/dex-152__species-chikorita__form-00__gender-none__palette-normal__walk-3x4.png	assets/pokemon-runtime/dex-152__species-chikorita__form-00__gender-none__palette-normal__walk-3x4.png	pokemon_medium	9	7933f179816dd7636ce9d259bc116d4d94d78197c54d322b2f3ae36ca7862374	2c878d472cfa6966155e334b37bf3d73cfdb07e333c6331172342bf34670aa26	15	16	terrestrial-quadruped-light-v1
